H,S,V,Cor
36,210,45,Verde Escuro
36,210,60,Verde Escuro
36,210,75,Verde Escuro
36,210,90,Verde Escuro
36,210,105,Verde Escuro
36,210,120,Verde
36,210,135,Verde
36,210,150,Verde
36,210,165,Verde
36,210,180,Verde
36,210,195,Verde
36,210,210,Verde
36,210,225,Verde
36,210,240,Verde
36,210,255,Verde
36,225,0,Preto
36,225,15,Preto
36,225,30,Preto
36,225,45,Verde Escuro
36,225,60,Verde Escuro
36,225,75,Verde Escuro
36,225,90,Verde Escuro
36,225,105,Verde Escuro
36,225,120,Verde
36,225,135,Verde
36,225,150,Verde
36,225,165,Verde
36,225,180,Verde
36,225,195,Verde
36,225,210,Verde
36,225,225,Verde
36,225,240,Verde
36,225,255,Verde
36,240,0,Preto
36,240,15,Preto
36,240,30,Preto
36,240,45,Verde Escuro
36,240,60,Verde Escuro
36,240,75,Verde Escuro
36,240,90,Verde Escuro
36,240,105,Verde Escuro
36,240,120,Verde
36,240,135,Verde
36,240,150,Verde
36,240,165,Verde
36,240,180,Verde
36,240,195,Verde
36,240,210,Verde
36,240,225,Verde
36,240,240,Verde
36,240,255,Verde
36,255,0,Preto
36,255,15,Preto
36,255,30,Preto
36,255,45,Verde Escuro
36,255,60,Verde Escuro
36,255,75,Verde Escuro
36,255,90,Verde Escuro
36,255,105,Verde Escuro
36,255,120,Verde
36,255,135,Verde
36,255,150,Verde
36,255,165,Verde
36,255,180,Verde
36,255,195,Verde
36,255,210,Verde
36,255,225,Verde
36,255,240,Verde
36,255,255,Verde
40,0,0,Preto
40,0,15,Preto
40,0,30,Preto
40,0,45,Cinza
40,0,60,Cinza
40,0,75,Cinza
40,0,90,Cinza
40,0,105,Cinza
40,0,120,Cinza
40,0,135,Cinza
40,0,150,Cinza
40,0,165,Cinza
40,0,180,Cinza
40,0,195,Cinza
40,0,210,Branco
40,0,225,Branco
40,0,240,Branco
40,0,255,Branco
40,15,0,Preto
40,15,15,Preto
40,15,30,Preto
40,15,45,Cinza
40,15,60,Cinza
40,15,75,Cinza
40,15,90,Cinza
40,15,105,Cinza
40,15,120,Cinza
40,15,135,Cinza
40,15,150,Cinza
40,15,165,Cinza
40,15,180,Cinza
40,15,195,Cinza
40,15,210,Branco
40,15,225,Branco
40,15,240,Branco
40,15,255,Branco
40,30,0,Preto
40,30,15,Preto
40,30,30,Preto
40,30,45,Cinza
40,30,60,Cinza
40,30,75,Cinza
40,30,90,Cinza
40,30,105,Cinza
40,30,120,Cinza
40,30,135,Cinza
40,30,150,Cinza
40,30,165,Cinza
40,30,180,Cinza
40,30,195,Cinza
40,30,210,Branco
40,30,225,Branco
40,30,240,Branco
40,30,255,Branco
40,45,0,Preto
40,45,15,Preto
40,45,30,Preto
40,45,45,Cinza
40,45,60,Cinza
40,45,75,Cinza
40,45,90,Cinza
40,45,105,Cinza
40,45,120,Cinza
40,45,135,Cinza
40,45,150,Cinza
40,45,165,Cinza
40,45,180,Cinza
40,45,195,Cinza
40,45,210,Verde Claro
40,45,225,Verde Claro
40,45,240,Verde Claro
40,45,255,Verde Claro
40,60,0,Preto
40,60,15,Preto
40,60,30,Preto
40,60,45,Verde Escuro
40,60,60,Verde Escuro
40,60,75,Verde Escuro
40,60,90,Verde Escuro
40,60,105,Verde Escuro
40,60,120,Verde
40,60,135,Verde
40,60,150,Verde
40,60,165,Verde
40,60,180,Verde
40,60,195,Verde Claro
40,60,210,Verde Claro
40,60,225,Verde Claro
40,60,240,Verde Claro
40,60,255,Verde Claro
40,75,0,Preto
40,75,15,Preto
40,75,30,Preto
40,75,45,Verde Escuro
40,75,60,Verde Escuro
40,75,75,Verde Escuro
40,75,90,Verde Escuro
40,75,105,Verde Escuro
40,75,120,Verde
40,75,135,Verde
40,75,150,Verde
40,75,165,Verde
40,75,180,Verde
40,75,195,Verde Claro
40,75,210,Verde Claro
40,75,225,Verde Claro
40,75,240,Verde Claro
40,75,255,Verde Claro
40,90,0,Preto
40,90,15,Preto
40,90,30,Preto
40,90,45,Verde Escuro
40,90,60,Verde Escuro
40,90,75,Verde Escuro
40,90,90,Verde Escuro
40,90,105,Verde Escuro
40,90,120,Verde
40,90,135,Verde
40,90,150,Verde
40,90,165,Verde
40,90,180,Verde
40,90,195,Verde Claro
40,90,210,Verde Claro
40,90,225,Verde Claro
40,90,240,Verde Claro
40,90,255,Verde Claro
40,105,0,Preto
40,105,15,Preto
40,105,30,Preto
40,105,45,Verde Escuro
40,105,60,Verde Escuro
40,105,75,Verde Escuro
40,105,90,Verde Escuro
40,105,105,Verde Escuro
40,105,120,Verde
40,105,135,Verde
40,105,150,Verde
40,105,165,Verde
40,105,180,Verde
40,105,195,Verde Claro
40,105,210,Verde Claro
40,105,225,Verde Claro
40,105,240,Verde Claro
40,105,255,Verde Claro
40,120,0,Preto
40,120,15,Preto
40,120,30,Preto
40,120,45,Verde Escuro
40,120,60,Verde Escuro
40,120,75,Verde Escuro
40,120,90,Verde Escuro
40,120,105,Verde Escuro
40,120,120,Verde
40,120,135,Verde
40,120,150,Verde
40,120,165,Verde
40,120,180,Verde
40,120,195,Verde Claro
40,120,210,Verde Claro
40,120,225,Verde Claro
40,120,240,Verde Claro
40,120,255,Verde Claro
40,135,0,Preto
40,135,15,Preto
40,135,30,Preto
40,135,45,Verde Escuro
40,135,60,Verde Escuro
40,135,75,Verde Escuro
40,135,90,Verde Escuro
40,135,105,Verde Escuro
40,135,120,Verde
40,135,135,Verde
40,135,150,Verde
40,135,165,Verde
40,135,180,Verde
40,135,195,Verde Claro
40,135,210,Verde Claro
40,135,225,Verde Claro
40,135,240,Verde Claro
40,135,255,Verde Claro
40,150,0,Preto
40,150,15,Preto
40,150,30,Preto
40,150,45,Verde Escuro
40,150,60,Verde Escuro
40,150,75,Verde Escuro
40,150,90,Verde Escuro
40,150,105,Verde Escuro
40,150,120,Verde
40,150,135,Verde
40,150,150,Verde
40,150,165,Verde
40,150,180,Verde
40,150,195,Verde
40,150,210,Verde
40,150,225,Verde
40,150,240,Verde
40,150,255,Verde
40,165,0,Preto
40,165,15,Preto
40,165,30,Preto
40,165,45,Verde Escuro
40,165,60,Verde Escuro
40,165,75,Verde Escuro
40,165,90,Verde Escuro
40,165,105,Verde Escuro
40,165,120,Verde
40,165,135,Verde
40,165,150,Verde
40,165,165,Verde
40,165,180,Verde
40,165,195,Verde
40,165,210,Verde
40,165,225,Verde
40,165,240,Verde
40,165,255,Verde
40,180,0,Preto
40,180,15,Preto
40,180,30,Preto
40,180,45,Verde Escuro
40,180,60,Verde Escuro
40,180,75,Verde Escuro
40,180,90,Verde Escuro
40,180,105,Verde Escuro
40,180,120,Verde
40,180,135,Verde
40,180,150,Verde
40,180,165,Verde
40,180,180,Verde
40,180,195,Verde
40,180,210,Verde
40,180,225,Verde
40,180,240,Verde
40,180,255,Verde
40,195,0,Preto
40,195,15,Preto
40,195,30,Preto
40,195,45,Verde Escuro
40,195,60,Verde Escuro
40,195,75,Verde Escuro
40,195,90,Verde Escuro
40,195,105,Verde Escuro
40,195,120,Verde
40,195,135,Verde
40,195,150,Verde
40,195,165,Verde
40,195,180,Verde
40,195,195,Verde
40,195,210,Verde
40,195,225,Verde
40,195,240,Verde
40,195,255,Verde
40,210,0,Preto
40,210,15,Preto
40,210,30,Preto
40,210,45,Verde Escuro
40,210,60,Verde Escuro
40,210,75,Verde Escuro
40,210,90,Verde Escuro
40,210,105,Verde Escuro
40,210,120,Verde
40,210,135,Verde
40,210,150,Verde
40,210,165,Verde
40,210,180,Verde
40,210,195,Verde
40,210,210,Verde
40,210,225,Verde
40,210,240,Verde
40,210,255,Verde
40,225,0,Preto
40,225,15,Preto
40,225,30,Preto
40,225,45,Verde Escuro
40,225,60,Verde Escuro
40,225,75,Verde Escuro
40,225,90,Verde Escuro
40,225,105,Verde Escuro
40,225,120,Verde
40,225,135,Verde
40,225,150,Verde
40,225,165,Verde
40,225,180,Verde
40,225,195,Verde
40,225,210,Verde
40,225,225,Verde
40,225,240,Verde
40,225,255,Verde
40,240,0,Preto
40,240,15,Preto
40,240,30,Preto
40,240,45,Verde Escuro
40,240,60,Verde Escuro
40,240,75,Verde Escuro
40,240,90,Verde Escuro
40,240,105,Verde Escuro
40,240,120,Verde
40,240,135,Verde
40,240,150,Verde
40,240,165,Verde
40,240,180,Verde
40,240,195,Verde
40,240,210,Verde
40,240,225,Verde
40,240,240,Verde
40,240,255,Verde
40,255,0,Preto
40,255,15,Preto
40,255,30,Preto
40,255,45,Verde Escuro
40,255,60,Verde Escuro
40,255,75,Verde Escuro
40,255,90,Verde Escuro
40,255,105,Verde Escuro
40,255,120,Verde
40,255,135,Verde
40,255,150,Verde
40,255,165,Verde
40,255,180,Verde
40,255,195,Verde
40,255,210,Verde
40,255,225,Verde
40,255,240,Verde
40,255,255,Verde
44,0,0,Preto
44,0,15,Preto
44,0,30,Preto
44,0,45,Cinza
44,0,60,Cinza
44,0,75,Cinza
44,0,90,Cinza
44,0,105,Cinza
44,0,120,Cinza
44,0,135,Cinza
44,0,150,Cinza
44,0,165,Cinza
44,0,180,Cinza
44,0,195,Cinza
44,0,210,Branco
44,0,225,Branco
44,0,240,Branco
44,0,255,Branco
44,15,0,Preto
44,15,15,Preto
44,15,30,Preto
44,15,45,Cinza
44,15,60,Cinza
44,15,75,Cinza
44,15,90,Cinza
44,15,105,Cinza
44,15,120,Cinza
44,15,135,Cinza
44,15,150,Cinza
44,15,165,Cinza
44,15,180,Cinza
44,15,195,Cinza
44,15,210,Branco
44,15,225,Branco
44,15,240,Branco
44,15,255,Branco
44,30,0,Preto
44,30,15,Preto
44,30,30,Preto
44,30,45,Cinza
44,30,60,Cinza
44,30,75,Cinza
44,30,90,Cinza
44,30,105,Cinza
44,30,120,Cinza
44,30,135,Cinza
44,30,150,Cinza
44,30,165,Cinza
44,30,180,Cinza
44,30,195,Cinza
44,30,210,Branco
44,30,225,Branco
44,30,240,Branco
44,30,255,Branco
44,45,0,Preto
44,45,15,Preto
44,45,30,Preto
44,45,45,Cinza
44,45,60,Cinza
44,45,75,Cinza
44,45,90,Cinza
44,45,105,Cinza
44,45,120,Cinza
44,45,135,Cinza
44,45,150,Cinza
44,45,165,Cinza
44,45,180,Cinza
44,45,195,Cinza
44,45,210,Verde Claro
44,45,225,Verde Claro
44,45,240,Verde Claro
44,45,255,Verde Claro
44,60,0,Preto
44,60,15,Preto
44,60,30,Preto
44,60,45,Verde Escuro
44,60,60,Verde Escuro
44,60,75,Verde Escuro
44,60,90,Verde Escuro
44,60,105,Verde Escuro
44,60,120,Verde
44,60,135,Verde
44,60,150,Verde
44,60,165,Verde
44,60,180,Verde
44,60,195,Verde Claro
44,60,210,Verde Claro
44,60,225,Verde Claro
44,60,240,Verde Claro
44,60,255,Verde Claro
44,75,0,Preto
44,75,15,Preto
44,75,30,Preto
44,75,45,Verde Escuro
44,75,60,Verde Escuro
44,75,75,Verde Escuro
44,75,90,Verde Escuro
44,75,105,Verde Escuro
44,75,120,Verde
44,75,135,Verde
44,75,150,Verde
44,75,165,Verde
44,75,180,Verde
44,75,195,Verde Claro
44,75,210,Verde Claro
44,75,225,Verde Claro
44,75,240,Verde Claro
44,75,255,Verde Claro
44,90,0,Preto
44,90,15,Preto
44,90,30,Preto
44,90,45,Verde Escuro
44,90,60,Verde Escuro
44,90,75,Verde Escuro
44,90,90,Verde Escuro
44,90,105,Verde Escuro
44,90,120,Verde
44,90,135,Verde
44,90,150,Verde
44,90,165,Verde
44,90,180,Verde
44,90,195,Verde Claro
44,90,210,Verde Claro
44,90,225,Verde Claro
44,90,240,Verde Claro
44,90,255,Verde Claro
44,105,0,Preto
44,105,15,Preto
44,105,30,Preto
44,105,45,Verde Escuro
44,105,60,Verde Escuro
44,105,75,Verde Escuro
44,105,90,Verde Escuro
44,105,105,Verde Escuro
44,105,120,Verde
44,105,135,Verde
44,105,150,Verde
44,105,165,Verde
44,105,180,Verde
44,105,195,Verde Claro
44,105,210,Verde Claro
44,105,225,Verde Claro
44,105,240,Verde Claro
44,105,255,Verde Claro
44,120,0,Preto
44,120,15,Preto
44,120,30,Preto
44,120,45,Verde Escuro
44,120,60,Verde Escuro
44,120,75,Verde Escuro
44,120,90,Verde Escuro
44,120,105,Verde Escuro
44,120,120,Verde
44,120,135,Verde
44,120,150,Verde
44,120,165,Verde
44,120,180,Verde
44,120,195,Verde Claro
44,120,210,Verde Claro
44,120,225,Verde Claro
44,120,240,Verde Claro
44,120,255,Verde Claro
44,135,0,Preto
44,135,15,Preto
44,135,30,Preto
44,135,45,Verde Escuro
44,135,60,Verde Escuro
44,135,75,Verde Escuro
44,135,90,Verde Escuro
44,135,105,Verde Escuro
44,135,120,Verde
44,135,135,Verde
44,135,150,Verde
44,135,165,Verde
44,135,180,Verde
44,135,195,Verde Claro
44,135,210,Verde Claro
44,135,225,Verde Claro
44,135,240,Verde Claro
44,135,255,Verde Claro
44,150,0,Preto
44,150,15,Preto
44,150,30,Preto
44,150,45,Verde Escuro
44,150,60,Verde Escuro
44,150,75,Verde Escuro
44,150,90,Verde Escuro
44,150,105,Verde Escuro
44,150,120,Verde
44,150,135,Verde
44,150,150,Verde
44,150,165,Verde
44,150,180,Verde
44,150,195,Verde
44,150,210,Verde
44,150,225,Verde
44,150,240,Verde
44,150,255,Verde
44,165,0,Preto
44,165,15,Preto
44,165,30,Preto
44,165,45,Verde Escuro
44,165,60,Verde Escuro
44,165,75,Verde Escuro
44,165,90,Verde Escuro
44,165,105,Verde Escuro
44,165,120,Verde
44,165,135,Verde
44,165,150,Verde
44,165,165,Verde
44,165,180,Verde
44,165,195,Verde
44,165,210,Verde
44,165,225,Verde
44,165,240,Verde
44,165,255,Verde
44,180,0,Preto
44,180,15,Preto
44,180,30,Preto
44,180,45,Verde Escuro
44,180,60,Verde Escuro
44,180,75,Verde Escuro
44,180,90,Verde Escuro
44,180,105,Verde Escuro
44,180,120,Verde
44,180,135,Verde
44,180,150,Verde
44,180,165,Verde
44,180,180,Verde
44,180,195,Verde
44,180,210,Verde
44,180,225,Verde
44,180,240,Verde
44,180,255,Verde
44,195,0,Preto
44,195,15,Preto
44,195,30,Preto
44,195,45,Verde Escuro
44,195,60,Verde Escuro
44,195,75,Verde Escuro
44,195,90,Verde Escuro
44,195,105,Verde Escuro
44,195,120,Verde
44,195,135,Verde
44,195,150,Verde
44,195,165,Verde
44,195,180,Verde
44,195,195,Verde
44,195,210,Verde
44,195,225,Verde
44,195,240,Verde
44,195,255,Verde
44,210,0,Preto
44,210,15,Preto
44,210,30,Preto
44,210,45,Verde Escuro
44,210,60,Verde Escuro
44,210,75,Verde Escuro
44,210,90,Verde Escuro
44,210,105,Verde Escuro
44,210,120,Verde
44,210,135,Verde
44,210,150,Verde
44,210,165,Verde
44,210,180,Verde
44,210,195,Verde
44,210,210,Verde
44,210,225,Verde
44,210,240,Verde
44,210,255,Verde
44,225,0,Preto
44,225,15,Preto
44,225,30,Preto
44,225,45,Verde Escuro
44,225,60,Verde Escuro
44,225,75,Verde Escuro
44,225,90,Verde Escuro
44,225,105,Verde Escuro
44,225,120,Verde
44,225,135,Verde
44,225,150,Verde
44,225,165,Verde
44,225,180,Verde
44,225,195,Verde
44,225,210,Verde
44,225,225,Verde
44,225,240,Verde
44,225,255,Verde
44,240,0,Preto
44,240,15,Preto
44,240,30,Preto
44,240,45,Verde Escuro
44,240,60,Verde Escuro
44,240,75,Verde Escuro
44,240,90,Verde Escuro
44,240,105,Verde Escuro
44,240,120,Verde
44,240,135,Verde
44,240,150,Verde
44,240,165,Verde
44,240,180,Verde
44,240,195,Verde
44,240,210,Verde
44,240,225,Verde
44,240,240,Verde
44,240,255,Verde
44,255,0,Preto
44,255,15,Preto
44,255,30,Preto
44,255,45,Verde Escuro
44,255,60,Verde Escuro
44,255,75,Verde Escuro
44,255,90,Verde Escuro
44,255,105,Verde Escuro
44,255,120,Verde
44,255,135,Verde
44,255,150,Verde
44,255,165,Verde
44,255,180,Verde
44,255,195,Verde
44,255,210,Verde
44,255,225,Verde
44,255,240,Verde
44,255,255,Verde
48,0,0,Preto
48,0,15,Preto
48,0,30,Preto
48,0,45,Cinza
48,0,60,Cinza
48,0,75,Cinza
48,0,90,Cinza
48,0,105,Cinza
48,0,120,Cinza
48,0,135,Cinza
48,0,150,Cinza
48,0,165,Cinza
48,0,180,Cinza
48,0,195,Cinza
48,0,210,Branco
48,0,225,Branco
48,0,240,Branco
48,0,255,Branco
48,15,0,Preto
48,15,15,Preto
48,15,30,Preto
48,15,45,Cinza
48,15,60,Cinza
48,15,75,Cinza
48,15,90,Cinza
48,15,105,Cinza
48,15,120,Cinza
48,15,135,Cinza
48,15,150,Cinza
48,15,165,Cinza
48,15,180,Cinza
48,15,195,Cinza
48,15,210,Branco
48,15,225,Branco
48,15,240,Branco
48,15,255,Branco
48,30,0,Preto
48,30,15,Preto
48,30,30,Preto
48,30,45,Cinza
48,30,60,Cinza
48,30,75,Cinza
48,30,90,Cinza
48,30,105,Cinza
48,30,120,Cinza
48,30,135,Cinza
48,30,150,Cinza
48,30,165,Cinza
48,30,180,Cinza
48,30,195,Cinza
48,30,210,Branco
48,30,225,Branco
48,30,240,Branco
48,30,255,Branco
48,45,0,Preto
48,45,15,Preto
48,45,30,Preto
48,45,45,Cinza
48,45,60,Cinza
48,45,75,Cinza
48,45,90,Cinza
48,45,105,Cinza
48,45,120,Cinza
48,45,135,Cinza
48,45,150,Cinza
48,45,165,Cinza
48,45,180,Cinza
48,45,195,Cinza
48,45,210,Verde Claro
48,45,225,Verde Claro
48,45,240,Verde Claro
48,45,255,Verde Claro
48,60,0,Preto
48,60,15,Preto
48,60,30,Preto
48,60,45,Verde Escuro
48,60,60,Verde Escuro
48,60,75,Verde Escuro
48,60,90,Verde Escuro
48,60,105,Verde Escuro
48,60,120,Verde
48,60,135,Verde
48,60,150,Verde
48,60,165,Verde
48,60,180,Verde
48,60,195,Verde Claro
48,60,210,Verde Claro
48,60,225,Verde Claro
48,60,240,Verde Claro
48,60,255,Verde Claro
48,75,0,Preto
48,75,15,Preto
48,75,30,Preto
48,75,45,Verde Escuro
48,75,60,Verde Escuro
48,75,75,Verde Escuro
48,75,90,Verde Escuro
48,75,105,Verde Escuro
48,75,120,Verde
48,75,135,Verde
48,75,150,Verde
48,75,165,Verde
48,75,180,Verde
48,75,195,Verde Claro
48,75,210,Verde Claro
48,75,225,Verde Claro
48,75,240,Verde Claro
48,75,255,Verde Claro
48,90,0,Preto
48,90,15,Preto
48,90,30,Preto
48,90,45,Verde Escuro
48,90,60,Verde Escuro
48,90,75,Verde Escuro
48,90,90,Verde Escuro
48,90,105,Verde Escuro
48,90,120,Verde
48,90,135,Verde
48,90,150,Verde
48,90,165,Verde
48,90,180,Verde
48,90,195,Verde Claro
48,90,210,Verde Claro
48,90,225,Verde Claro
48,90,240,Verde Claro
48,90,255,Verde Claro
48,105,0,Preto
48,105,15,Preto
48,105,30,Preto
48,105,45,Verde Escuro
48,105,60,Verde Escuro
48,105,75,Verde Escuro
48,105,90,Verde Escuro
48,105,105,Verde Escuro
48,105,120,Verde
48,105,135,Verde
48,105,150,Verde
48,105,165,Verde
48,105,180,Verde
48,105,195,Verde Claro
48,105,210,Verde Claro
48,105,225,Verde Claro
48,105,240,Verde Claro
48,105,255,Verde Claro
48,120,0,Preto
48,120,15,Preto
48,120,30,Preto
48,120,45,Verde Escuro
48,120,60,Verde Escuro
48,120,75,Verde Escuro
48,120,90,Verde Escuro
48,120,105,Verde Escuro
48,120,120,Verde
48,120,135,Verde
48,120,150,Verde
48,120,165,Verde
48,120,180,Verde
48,120,195,Verde Claro
48,120,210,Verde Claro
48,120,225,Verde Claro
48,120,240,Verde Claro
48,120,255,Verde Claro
48,135,0,Preto
48,135,15,Preto
48,135,30,Preto
48,135,45,Verde Escuro
48,135,60,Verde Escuro
48,135,75,Verde Escuro
48,135,90,Verde Escuro
48,135,105,Verde Escuro
48,135,120,Verde
48,135,135,Verde
48,135,150,Verde
48,135,165,Verde
48,135,180,Verde
48,135,195,Verde Claro
48,135,210,Verde Claro
48,135,225,Verde Claro
48,135,240,Verde Claro
48,135,255,Verde Claro
48,150,0,Preto
48,150,15,Preto
48,150,30,Preto
48,150,45,Verde Escuro
48,150,60,Verde Escuro
48,150,75,Verde Escuro
48,150,90,Verde Escuro
48,150,105,Verde Escuro
48,150,120,Verde
48,150,135,Verde
48,150,150,Verde
48,150,165,Verde
48,150,180,Verde
48,150,195,Verde
48,150,210,Verde
48,150,225,Verde
48,150,240,Verde
48,150,255,Verde
48,165,0,Preto
48,165,15,Preto
48,165,30,Preto
48,165,45,Verde Escuro
48,165,60,Verde Escuro
48,165,75,Verde Escuro
48,165,90,Verde Escuro
48,165,105,Verde Escuro
48,165,120,Verde
48,165,135,Verde
48,165,150,Verde
48,165,165,Verde
48,165,180,Verde
48,165,195,Verde
48,165,210,Verde
48,165,225,Verde
48,165,240,Verde
48,165,255,Verde
48,180,0,Preto
48,180,15,Preto
48,180,30,Preto
48,180,45,Verde Escuro
48,180,60,Verde Escuro
48,180,75,Verde Escuro
48,180,90,Verde Escuro
48,180,105,Verde Escuro
48,180,120,Verde
48,180,135,Verde
48,180,150,Verde
48,180,165,Verde
48,180,180,Verde
48,180,195,Verde
48,180,210,Verde
48,180,225,Verde
48,180,240,Verde
48,180,255,Verde
48,195,0,Preto
48,195,15,Preto
48,195,30,Preto
48,195,45,Verde Escuro
48,195,60,Verde Escuro
48,195,75,Verde Escuro
48,195,90,Verde Escuro
48,195,105,Verde Escuro
48,195,120,Verde
48,195,135,Verde
48,195,150,Verde
48,195,165,Verde
48,195,180,Verde
48,195,195,Verde
48,195,210,Verde
48,195,225,Verde
48,195,240,Verde
48,195,255,Verde
48,210,0,Preto
48,210,15,Preto
48,210,30,Preto
48,210,45,Verde Escuro
48,210,60,Verde Escuro
48,210,75,Verde Escuro
48,210,90,Verde Escuro
48,210,105,Verde Escuro
48,210,120,Verde
48,210,135,Verde
48,210,150,Verde
48,210,165,Verde
48,210,180,Verde
48,210,195,Verde
48,210,210,Verde
48,210,225,Verde
48,210,240,Verde
48,210,255,Verde
48,225,0,Preto
48,225,15,Preto
48,225,30,Preto
48,225,45,Verde Escuro
48,225,60,Verde Escuro
48,225,75,Verde Escuro
48,225,90,Verde Escuro
48,225,105,Verde Escuro
48,225,120,Verde
48,225,135,Verde
48,225,150,Verde
48,225,165,Verde
48,225,180,Verde
48,225,195,Verde
48,225,210,Verde
48,225,225,Verde
48,225,240,Verde
48,225,255,Verde
48,240,0,Preto
48,240,15,Preto
48,240,30,Preto
48,240,45,Verde Escuro
48,240,60,Verde Escuro
48,240,75,Verde Escuro
48,240,90,Verde Escuro
48,240,105,Verde Escuro
48,240,120,Verde
48,240,135,Verde
48,240,150,Verde
48,240,165,Verde
48,240,180,Verde
48,240,195,Verde
48,240,210,Verde
48,240,225,Verde
48,240,240,Verde
48,240,255,Verde
48,255,0,Preto
48,255,15,Preto
48,255,30,Preto
48,255,45,Verde Escuro
48,255,60,Verde Escuro
48,255,75,Verde Escuro
48,255,90,Verde Escuro
48,255,105,Verde Escuro
48,255,120,Verde
48,255,135,Verde
48,255,150,Verde
48,255,165,Verde
48,255,180,Verde
48,255,195,Verde
48,255,210,Verde
48,255,225,Verde
48,255,240,Verde
48,255,255,Verde
52,0,0,Preto
52,0,15,Preto
52,0,30,Preto
52,0,45,Cinza
52,0,60,Cinza
52,0,75,Cinza
52,0,90,Cinza
52,0,105,Cinza
52,0,120,Cinza
52,0,135,Cinza
52,0,150,Cinza
52,0,165,Cinza
52,0,180,Cinza
52,0,195,Cinza
52,0,210,Branco
52,0,225,Branco
52,0,240,Branco
52,0,255,Branco
52,15,0,Preto
52,15,15,Preto
52,15,30,Preto
52,15,45,Cinza
52,15,60,Cinza
52,15,75,Cinza
52,15,90,Cinza
52,15,105,Cinza
52,15,120,Cinza
52,15,135,Cinza
52,15,150,Cinza
52,15,165,Cinza
52,15,180,Cinza
52,15,195,Cinza
52,15,210,Branco
52,15,225,Branco
52,15,240,Branco
52,15,255,Branco
52,30,0,Preto
52,30,15,Preto
52,30,30,Preto
52,30,45,Cinza
52,30,60,Cinza
52,30,75,Cinza
52,30,90,Cinza
52,30,105,Cinza
52,30,120,Cinza
52,30,135,Cinza
52,30,150,Cinza
52,30,165,Cinza
52,30,180,Cinza
52,30,195,Cinza
52,30,210,Branco
52,30,225,Branco
52,30,240,Branco
52,30,255,Branco
52,45,0,Preto
52,45,15,Preto
52,45,30,Preto
52,45,45,Cinza
52,45,60,Cinza
52,45,75,Cinza
52,45,90,Cinza
52,45,105,Cinza
52,45,120,Cinza
52,45,135,Cinza
52,45,150,Cinza
52,45,165,Cinza
52,45,180,Cinza
52,45,195,Cinza
52,45,210,Verde Claro
52,45,225,Verde Claro
52,45,240,Verde Claro
52,45,255,Verde Claro
52,60,0,Preto
52,60,15,Preto
52,60,30,Preto
52,60,45,Verde Escuro
52,60,60,Verde Escuro
52,60,75,Verde Escuro
52,60,90,Verde Escuro
52,60,105,Verde Escuro
52,60,120,Verde
52,60,135,Verde
52,60,150,Verde
52,60,165,Verde
52,60,180,Verde
52,60,195,Verde Claro
52,60,210,Verde Claro
52,60,225,Verde Claro
52,60,240,Verde Claro
52,60,255,Verde Claro
52,75,0,Preto
52,75,15,Preto
52,75,30,Preto
52,75,45,Verde Escuro
52,75,60,Verde Escuro
52,75,75,Verde Escuro
52,75,90,Verde Escuro
52,75,105,Verde Escuro
52,75,120,Verde
52,75,135,Verde
52,75,150,Verde
52,75,165,Verde
52,75,180,Verde
52,75,195,Verde Claro
52,75,210,Verde Claro
52,75,225,Verde Claro
52,75,240,Verde Claro
52,75,255,Verde Claro
52,90,0,Preto
52,90,15,Preto
52,90,30,Preto
52,90,45,Verde Escuro
52,90,60,Verde Escuro
52,90,75,Verde Escuro
52,90,90,Verde Escuro
52,90,105,Verde Escuro
52,90,120,Verde
52,90,135,Verde
52,90,150,Verde
52,90,165,Verde
52,90,180,Verde
52,90,195,Verde Claro
52,90,210,Verde Claro
52,90,225,Verde Claro
52,90,240,Verde Claro
52,90,255,Verde Claro
52,105,0,Preto
52,105,15,Preto
52,105,30,Preto
52,105,45,Verde Escuro
52,105,60,Verde Escuro
52,105,75,Verde Escuro
52,105,90,Verde Escuro
52,105,105,Verde Escuro
52,105,120,Verde
52,105,135,Verde
52,105,150,Verde
52,105,165,Verde
52,105,180,Verde
52,105,195,Verde Claro
52,105,210,Verde Claro
52,105,225,Verde Claro
52,105,240,Verde Claro
52,105,255,Verde Claro
52,120,0,Preto
52,120,15,Preto
52,120,30,Preto
52,120,45,Verde Escuro
52,120,60,Verde Escuro
52,120,75,Verde Escuro
52,120,90,Verde Escuro
52,120,105,Verde Escuro
52,120,120,Verde
52,120,135,Verde
52,120,150,Verde
52,120,165,Verde
52,120,180,Verde
52,120,195,Verde Claro
52,120,210,Verde Claro
52,120,225,Verde Claro
52,120,240,Verde Claro
52,120,255,Verde Claro
52,135,0,Preto
52,135,15,Preto
52,135,30,Preto
52,135,45,Verde Escuro
52,135,60,Verde Escuro
52,135,75,Verde Escuro
52,135,90,Verde Escuro
52,135,105,Verde Escuro
52,135,120,Verde
52,135,135,Verde
52,135,150,Verde
52,135,165,Verde
52,135,180,Verde
52,135,195,Verde Claro
52,135,210,Verde Claro
52,135,225,Verde Claro
52,135,240,Verde Claro
52,135,255,Verde Claro
52,150,0,Preto
52,150,15,Preto
52,150,30,Preto
52,150,45,Verde Escuro
52,150,60,Verde Escuro
52,150,75,Verde Escuro
52,150,90,Verde Escuro
52,150,105,Verde Escuro
52,150,120,Verde
52,150,135,Verde
52,150,150,Verde
52,150,165,Verde
52,150,180,Verde
